fid,zone,zoneId,dong,unitType,floor,floors,viewAngle,maxGap,angleRange,distanceMin,distanceMax
4-14,4구역,4,103,67,37,49,5,2,351~352,281,282
4-15,4구역,4,103,67,37,49,8,2,51~52,289,290
4-14,4구역,4,103,67,38,49,5,2,351~352,281,282
4-15,4구역,4,103,67,38,49,8,2,51~52,289,290
4-14,4구역,4,103,67,39,49,5,2,351~352,281,282
4-15,4구역,4,103,67,39,49,8,2,51~52,289,290
4-14,4구역,4,103,67,40,49,5,2,351~352,281,282
4-15,4구역,4,103,67,40,49,8,2,51~52,289,290
4-14,4구역,4,103,67,41,49,5,2,351~352,281,282
4-15,4구역,4,103,67,41,49,8,2,51~52,289,290
4-14,4구역,4,103,67,42,49,5,2,351~352,281,282
4-15,4구역,4,103,67,42,49,8,2,51~52,289,290
4-14,4구역,4,103,67,43,49,5,2,351~352,281,282
4-15,4구역,4,103,67,43,49,8,2,51~52,289,290
4-14,4구역,4,103,67,44,49,5,2,351~352,281,282
4-15,4구역,4,103,67,44,49,8,2,51~52,289,290
4-14,4구역,4,103,67,45,49,5,2,351~352,281,282
4-15,4구역,4,103,67,45,49,8,2,51~52,289,290
4-14,4구역,4,103,67,46,49,5,2,351~352,281,282
4-15,4구역,4,103,67,46,49,21,3,75~77,436,459
4-14,4구역,4,103,67,47,49,5,2,351~352,281,282
4-15,4구역,4,103,67,47,49,21,3,75~77,436,459
4-14,4구역,4,103,67,48,49,5,2,351~352,281,282
4-15,4구역,4,103,67,48,49,21,3,75~77,436,459
4-14,4구역,4,103,67,49,49,5,2,351~352,281,282
4-15,4구역,4,103,67,49,49,28,10,75~84,436,570
4-20,4구역,4,104,25,1,32,0,0,,0,0
4-20,4구역,4,104,25,2,32,0,0,,0,0
4-20,4구역,4,104,25,3,32,0,0,,0,0
4-20,4구역,4,104,25,4,32,0,0,,0,0
4-20,4구역,4,104,25,5,32,0,0,,0,0
4-20,4구역,4,104,25,6,32,0,0,,0,0
4-20,4구역,4,104,25,7,32,0,0,,0,0
4-20,4구역,4,104,25,8,32,0,0,,0,0
4-20,4구역,4,104,25,9,32,0,0,,0,0
4-20,4구역,4,104,25,10,32,0,0,,0,0
4-20,4구역,4,104,25,11,32,0,0,,0,0
4-20,4구역,4,104,25,12,32,0,0,,0,0
4-20,4구역,4,104,25,13,32,0,0,,0,0
4-20,4구역,4,104,25,14,32,0,0,,0,0
4-20,4구역,4,104,25,15,32,0,0,,0,0
4-20,4구역,4,104,25,16,32,0,0,,0,0
4-20,4구역,4,104,25,17,32,0,0,,0,0
4-20,4구역,4,104,25,18,32,0,0,,0,0
4-20,4구역,4,104,25,19,32,0,0,,0,0
4-20,4구역,4,104,25,20,32,0,0,,0,0
4-20,4구역,4,104,25,21,32,0,0,,0,0
4-20,4구역,4,104,25,22,32,0,0,,0,0
4-20,4구역,4,104,25,23,32,0,0,,0,0
4-20,4구역,4,104,25,24,32,0,0,,0,0
4-20,4구역,4,104,25,25,32,0,0,,0,0
4-20,4구역,4,104,25,26,32,0,0,,0,0
4-20,4구역,4,104,25,27,32,0,0,,0,0
4-20,4구역,4,104,25,28,32,0,0,,0,0
4-20,4구역,4,104,25,29,32,0,0,,0,0
4-20,4구역,4,104,25,30,32,0,0,,0,0
4-20,4구역,4,104,25,31,32,0,0,,0,0
4-20,4구역,4,104,25,32,32,0,0,,0,0
4-18,4구역,4,104,34,1,32,5,2,24~25,280,282
4-18,4구역,4,104,34,2,32,5,2,24~25,280,282
4-18,4구역,4,104,34,3,32,5,2,24~25,280,282
4-18,4구역,4,104,34,4,32,5,2,24~25,280,282
4-18,4구역,4,104,34,5,32,5,2,24~25,280,282
4-18,4구역,4,104,34,6,32,5,2,24~25,280,282
4-18,4구역,4,104,34,7,32,5,2,24~25,280,282
4-18,4구역,4,104,34,8,32,5,2,24~25,280,282
4-18,4구역,4,104,34,9,32,5,2,24~25,280,282
4-18,4구역,4,104,34,10,32,5,2,24~25,280,282
4-18,4구역,4,104,34,11,32,5,2,24~25,280,282
4-18,4구역,4,104,34,12,32,5,2,24~25,280,282
4-18,4구역,4,104,34,13,32,5,2,24~25,280,282
4-18,4구역,4,104,34,14,32,5,2,24~25,280,282
4-18,4구역,4,104,34,15,32,5,2,24~25,280,282
4-18,4구역,4,104,34,16,32,5,2,24~25,280,282
4-18,4구역,4,104,34,17,32,5,2,24~25,280,282
4-18,4구역,4,104,34,18,32,5,2,24~25,280,282
4-18,4구역,4,104,34,19,32,5,2,24~25,280,282
4-18,4구역,4,104,34,20,32,5,2,24~25,280,282
4-18,4구역,4,104,34,21,32,11,2,24~25,280,282
4-18,4구역,4,104,34,22,32,11,2,24~25,280,282
4-18,4구역,4,104,34,23,32,11,2,24~25,280,282
4-18,4구역,4,104,34,24,32,11,2,24~25,280,282
4-18,4구역,4,104,34,25,32,11,2,24~25,280,282
4-18,4구역,4,104,34,26,32,11,2,24~25,280,282
4-18,4구역,4,104,34,27,32,11,2,24~25,280,282
4-18,4구역,4,104,34,28,32,11,2,24~25,280,282
4-18,4구역,4,104,34,29,32,11,2,24~25,280,282
4-18,4구역,4,104,34,30,32,11,2,24~25,280,282
4-18,4구역,4,104,34,31,32,11,2,24~25,280,282
4-18,4구역,4,104,34,32,32,11,2,24~25,280,282
4-19,4구역,4,104,40,1,32,3,2,349~350,366,367
4-19,4구역,4,104,40,2,32,3,2,349~350,366,367
4-19,4구역,4,104,40,3,32,3,2,349~350,366,367
4-19,4구역,4,104,40,4,32,3,2,349~350,366,367
4-19,4구역,4,104,40,5,32,3,2,349~350,366,367
4-19,4구역,4,104,40,6,32,3,2,349~350,366,367
4-19,4구역,4,104,40,7,32,3,2,349~350,366,367
4-19,4구역,4,104,40,8,32,3,2,349~350,366,367
4-19,4구역,4,104,40,9,32,3,2,349~350,366,367
4-19,4구역,4,104,40,10,32,3,2,349~350,366,367
4-19,4구역,4,104,40,11,32,3,2,349~350,366,367
4-19,4구역,4,104,40,12,32,3,2,349~350,366,367
4-19,4구역,4,104,40,13,32,3,2,349~350,366,367
4-19,4구역,4,104,40,14,32,3,2,349~350,366,367
4-19,4구역,4,104,40,15,32,3,2,349~350,366,367
4-19,4구역,4,104,40,16,32,3,2,349~350,366,367
4-19,4구역,4,104,40,17,32,3,2,349~350,366,367
4-19,4구역,4,104,40,18,32,4,2,349~350,366,367
4-19,4구역,4,104,40,19,32,4,2,349~350,366,367
4-19,4구역,4,104,40,20,32,4,2,349~350,366,367
4-19,4구역,4,104,40,21,32,4,2,349~350,366,367
4-19,4구역,4,104,40,22,32,4,2,349~350,366,367
4-19,4구역,4,104,40,23,32,4,2,349~350,366,367
4-19,4구역,4,104,40,24,32,4,2,349~350,366,367
4-19,4구역,4,104,40,25,32,4,2,349~350,366,367
4-19,4구역,4,104,40,26,32,4,2,349~350,366,367
4-19,4구역,4,104,40,27,32,4,2,349~350,366,367
4-19,4구역,4,104,40,28,32,4,2,349~350,366,367
4-19,4구역,4,104,40,29,32,4,2,349~350,366,367
4-19,4구역,4,104,40,30,32,4,2,349~350,366,367
4-19,4구역,4,104,40,31,32,4,2,349~350,366,367
4-19,4구역,4,104,40,32,32,4,2,349~350,366,367
4-22,4구역,4,104,43,1,32,11,2,5~6,289,291
4-22,4구역,4,104,43,2,32,11,2,5~6,289,291
4-22,4구역,4,104,43,3,32,11,2,5~6,289,291
4-22,4구역,4,104,43,4,32,11,2,5~6,289,291
4-22,4구역,4,104,43,5,32,11,2,5~6,289,291
4-22,4구역,4,104,43,6,32,11,2,5~6,289,291
4-22,4구역,4,104,43,7,32,11,2,5~6,289,291
4-22,4구역,4,104,43,8,32,11,2,5~6,289,291
4-22,4구역,4,104,43,9,32,11,2,5~6,289,291
4-22,4구역,4,104,43,10,32,11,2,5~6,289,291
4-22,4구역,4,104,43,11,32,11,2,5~6,289,291
4-22,4구역,4,104,43,12,32,11,2,5~6,289,291
4-22,4구역,4,104,43,13,32,11,2,5~6,289,291
4-22,4구역,4,104,43,14,32,11,2,5~6,289,291
4-22,4구역,4,104,43,15,32,11,2,5~6,289,291
4-22,4구역,4,104,43,16,32,11,2,5~6,289,291
4-22,4구역,4,104,43,17,32,11,2,5~6,289,291
4-22,4구역,4,104,43,18,32,11,2,5~6,289,291
4-22,4구역,4,104,43,19,32,11,2,5~6,289,291
4-22,4구역,4,104,43,20,32,11,2,5~6,289,291
4-22,4구역,4,104,43,21,32,15,2,5~6,289,291
4-22,4구역,4,104,43,22,32,15,2,5~6,289,291
4-22,4구역,4,104,43,23,32,15,2,5~6,289,291
4-22,4구역,4,104,43,24,32,15,2,5~6,289,291
4-22,4구역,4,104,43,25,32,15,2,5~6,289,291
4-22,4구역,4,104,43,26,32,15,2,5~6,289,291
4-22,4구역,4,104,43,27,32,15,2,5~6,289,291
4-22,4구역,4,104,43,28,32,15,2,5~6,289,291
4-22,4구역,4,104,43,29,32,15,2,5~6,289,291
4-22,4구역,4,104,43,30,32,15,2,5~6,289,291
4-22,4구역,4,104,43,31,32,15,2,5~6,289,291
4-22,4구역,4,104,43,32,32,15,2,5~6,289,291
4-17,4구역,4,104,52,1,32,3,2,343~344,345,345
4-17,4구역,4,104,52,2,32,3,2,343~344,345,345
4-17,4구역,4,104,52,3,32,3,2,343~344,345,345
4-17,4구역,4,104,52,4,32,3,2,343~344,345,345
4-17,4구역,4,104,52,5,32,3,2,343~344,345,345
4-17,4구역,4,104,52,6,32,3,2,343~344,345,345
4-17,4구역,4,104,52,7,32,3,2,343~344,345,345
4-17,4구역,4,104,52,8,32,3,2,343~344,345,345
4-17,4구역,4,104,52,9,32,3,2,343~344,345,345
4-17,4구역,4,104,52,10,32,3,2,343~344,345,345
4-17,4구역,4,104,52,11,32,3,2,343~344,345,345
4-17,4구역,4,104,52,12,32,3,2,343~344,345,345
4-17,4구역,4,104,52,13,32,3,2,343~344,345,345
4-17,4구역,4,104,52,14,32,3,2,343~344,345,345
4-17,4구역,4,104,52,15,32,3,2,343~344,345,345
4-17,4구역,4,104,52,16,32,3,2,343~344,345,345
4-17,4구역,4,104,52,17,32,3,2,343~344,345,345
4-17,4구역,4,104,52,18,32,3,2,343~344,345,345
4-17,4구역,4,104,52,19,32,3,2,343~344,345,345
4-17,4구역,4,104,52,20,32,3,2,343~344,345,345
4-17,4구역,4,104,52,21,32,3,2,343~344,345,345
4-17,4구역,4,104,52,22,32,3,2,343~344,345,345
4-17,4구역,4,104,52,23,32,3,2,343~344,345,345
4-17,4구역,4,104,52,24,32,3,2,343~344,345,345
4-17,4구역,4,104,52,25,32,3,2,343~344,345,345
4-17,4구역,4,104,52,26,32,3,2,343~344,345,345
4-17,4구역,4,104,52,27,32,3,2,343~344,345,345
4-17,4구역,4,104,52,28,32,3,2,343~344,345,345
4-17,4구역,4,104,52,29,32,3,2,343~344,345,345
4-17,4구역,4,104,52,30,32,3,2,343~344,345,345
4-17,4구역,4,104,52,31,32,3,2,343~344,345,345
4-17,4구역,4,104,52,32,32,3,2,343~344,345,345
4-21,4구역,4,104,63,1,32,6,2,9~10,325,326
4-21,4구역,4,104,63,2,32,6,2,9~10,325,326
4-21,4구역,4,104,63,3,32,6,2,9~10,325,326
4-21,4구역,4,104,63,4,32,6,2,9~10,325,326
4-21,4구역,4,104,63,5,32,6,2,9~10,325,326
4-21,4구역,4,104,63,6,32,6,2,9~10,325,326
4-21,4구역,4,104,63,7,32,6,2,9~10,325,326
4-21,4구역,4,104,63,8,32,6,2,9~10,325,326
4-21,4구역,4,104,63,9,32,6,2,9~10,325,326
4-21,4구역,4,104,63,10,32,6,2,9~10,325,326
4-21,4구역,4,104,63,11,32,6,2,9~10,325,326
4-21,4구역,4,104,63,12,32,6,2,9~10,325,326
4-21,4구역,4,104,63,13,32,6,2,9~10,325,326
4-21,4구역,4,104,63,14,32,6,2,9~10,325,326
4-21,4구역,4,104,63,15,32,6,2,9~10,325,326
4-21,4구역,4,104,63,16,32,6,2,9~10,325,326
4-21,4구역,4,104,63,17,32,6,2,9~10,325,326
4-21,4구역,4,104,63,18,32,6,2,9~10,325,326
4-21,4구역,4,104,63,19,32,6,2,9~10,325,326
4-21,4구역,4,104,63,20,32,6,2,9~10,325,326
4-21,4구역,4,104,63,21,32,8,2,9~10,325,326
4-21,4구역,4,104,63,22,32,8,2,9~10,325,326
4-21,4구역,4,104,63,23,32,8,2,9~10,325,326
4-21,4구역,4,104,63,24,32,8,2,9~10,325,326
4-21,4구역,4,104,63,25,32,8,2,9~10,325,326
4-21,4구역,4,104,63,26,32,8,2,9~10,325,326
4-21,4구역,4,104,63,27,32,8,2,9~10,325,326
4-21,4구역,4,104,63,28,32,8,2,9~10,325,326
4-21,4구역,4,104,63,29,32,8,2,9~10,325,326
4-21,4구역,4,104,63,30,32,8,2,9~10,325,326
4-21,4구역,4,104,63,31,32,8,2,9~10,325,326
4-21,4구역,4,104,63,32,32,8,2,9~10,325,326
4-27,4구역,4,105,25,1,32,6,2,36~37,305,310
4-27,4구역,4,105,25,2,32,6,2,36~37,305,310
4-27,4구역,4,105,25,3,32,6,2,36~37,305,310
4-27,4구역,4,105,25,4,32,6,2,36~37,305,310
4-27,4구역,4,105,25,5,32,6,2,36~37,305,310
4-27,4구역,4,105,25,6,32,6,2,36~37,305,310
4-27,4구역,4,105,25,7,32,6,2,36~37,305,310
4-27,4구역,4,105,25,8,32,6,2,36~37,305,310
4-27,4구역,4,105,25,9,32,6,2,36~37,305,310
4-27,4구역,4,105,25,10,32,6,2,36~37,305,310
4-27,4구역,4,105,25,11,32,6,2,36~37,305,310
4-27,4구역,4,105,25,12,32,6,2,36~37,305,310
4-27,4구역,4,105,25,13,32,6,2,36~37,305,310
4-27,4구역,4,105,25,14,32,6,2,36~37,305,310
4-27,4구역,4,105,25,15,32,6,2,36~37,305,310
4-27,4구역,4,105,25,16,32,6,2,36~37,305,310
4-27,4구역,4,105,25,17,32,6,2,36~37,305,310
4-27,4구역,4,105,25,18,32,6,2,36~37,305,310
4-27,4구역,4,105,25,19,32,6,2,36~37,305,310
4-27,4구역,4,105,25,20,32,6,2,36~37,305,310
4-27,4구역,4,105,25,21,32,8,2,36~37,305,310
4-27,4구역,4,105,25,22,32,8,2,36~37,305,310
4-27,4구역,4,105,25,23,32,8,2,36~37,305,310
4-27,4구역,4,105,25,24,32,8,2,36~37,305,310
4-27,4구역,4,105,25,25,32,8,2,36~37,305,310
4-27,4구역,4,105,25,26,32,8,2,36~37,305,310
4-27,4구역,4,105,25,27,32,8,2,36~37,305,310
4-27,4구역,4,105,25,28,32,8,2,36~37,305,310
4-27,4구역,4,105,25,29,32,8,2,36~37,305,310
4-27,4구역,4,105,25,30,32,8,2,36~37,305,310
4-27,4구역,4,105,25,31,32,8,2,36~37,305,310
4-27,4구역,4,105,25,32,32,10,2,36~37,305,310
4-24,4구역,4,105,40,1,32,0,0,,0,0
4-26,4구역,4,105,40,1,32,4,1,22~22,315,315
4-24,4구역,4,105,40,2,32,0,0,,0,0
4-26,4구역,4,105,40,2,32,4,1,22~22,315,315
4-24,4구역,4,105,40,3,32,0,0,,0,0
4-26,4구역,4,105,40,3,32,4,1,22~22,315,315
4-24,4구역,4,105,40,4,32,0,0,,0,0
4-26,4구역,4,105,40,4,32,4,1,22~22,315,315
4-24,4구역,4,105,40,5,32,0,0,,0,0
4-26,4구역,4,105,40,5,32,4,1,22~22,315,315
4-24,4구역,4,105,40,6,32,0,0,,0,0
4-26,4구역,4,105,40,6,32,4,1,22~22,315,315
4-24,4구역,4,105,40,7,32,0,0,,0,0
4-26,4구역,4,105,40,7,32,4,1,22~22,315,315
4-24,4구역,4,105,40,8,32,0,0,,0,0
4-26,4구역,4,105,40,8,32,4,1,22~22,315,315
4-24,4구역,4,105,40,9,32,0,0,,0,0
4-26,4구역,4,105,40,9,32,4,1,22~22,315,315
4-24,4구역,4,105,40,10,32,0,0,,0,0
4-26,4구역,4,105,40,10,32,4,1,22~22,315,315
4-24,4구역,4,105,40,11,32,0,0,,0,0
4-26,4구역,4,105,40,11,32,4,1,22~22,315,315
4-24,4구역,4,105,40,12,32,0,0,,0,0
4-26,4구역,4,105,40,12,32,4,1,22~22,315,315
4-24,4구역,4,105,40,13,32,0,0,,0,0
4-26,4구역,4,105,40,13,32,4,1,22~22,315,315
4-24,4구역,4,105,40,14,32,0,0,,0,0
4-26,4구역,4,105,40,14,32,4,1,22~22,315,315
4-24,4구역,4,105,40,15,32,0,0,,0,0
4-26,4구역,4,105,40,15,32,4,1,22~22,315,315
4-24,4구역,4,105,40,16,32,0,0,,0,0
4-26,4구역,4,105,40,16,32,4,1,22~22,315,315
4-24,4구역,4,105,40,17,32,0,0,,0,0
4-26,4구역,4,105,40,17,32,4,1,22~22,315,315
4-24,4구역,4,105,40,18,32,0,0,,0,0
4-26,4구역,4,105,40,18,32,4,1,22~22,315,315
4-24,4구역,4,105,40,19,32,0,0,,0,0
4-26,4구역,4,105,40,19,32,4,1,22~22,315,315
4-24,4구역,4,105,40,20,32,0,0,,0,0
4-26,4구역,4,105,40,20,32,4,1,22~22,315,315
4-24,4구역,4,105,40,21,32,0,0,,0,0
4-26,4구역,4,105,40,21,32,6,1,22~22,315,315
4-24,4구역,4,105,40,22,32,0,0,,0,0
4-26,4구역,4,105,40,22,32,6,1,22~22,315,315
4-24,4구역,4,105,40,23,32,0,0,,0,0
4-26,4구역,4,105,40,23,32,6,1,22~22,315,315
4-24,4구역,4,105,40,24,32,0,0,,0,0
4-26,4구역,4,105,40,24,32,6,1,22~22,315,315
4-24,4구역,4,105,40,25,32,0,0,,0,0
4-26,4구역,4,105,40,25,32,6,1,22~22,315,315
4-24,4구역,4,105,40,26,32,0,0,,0,0
4-26,4구역,4,105,40,26,32,6,1,22~22,315,315
4-24,4구역,4,105,40,27,32,0,0,,0,0
4-26,4구역,4,105,40,27,32,6,1,22~22,315,315
4-24,4구역,4,105,40,28,32,0,0,,0,0
4-26,4구역,4,105,40,28,32,6,1,22~22,315,315
4-24,4구역,4,105,40,29,32,0,0,,0,0
4-26,4구역,4,105,40,29,32,6,1,22~22,315,315
4-24,4구역,4,105,40,30,32,0,0,,0,0
4-26,4구역,4,105,40,30,32,6,1,22~22,315,315
4-24,4구역,4,105,40,31,32,0,0,,0,0
4-26,4구역,4,105,40,31,32,6,1,22~22,315,315
4-24,4구역,4,105,40,32,32,0,0,,0,0
4-26,4구역,4,105,40,32,32,7,1,22~22,315,315
4-28,4구역,4,105,60,1,32,11,2,28~29,267,268
4-28,4구역,4,105,60,2,32,11,2,28~29,267,268
4-28,4구역,4,105,60,3,32,11,2,28~29,267,268
4-28,4구역,4,105,60,4,32,11,2,28~29,267,268
4-28,4구역,4,105,60,5,32,11,2,28~29,267,268
4-28,4구역,4,105,60,6,32,11,2,28~29,267,268
4-28,4구역,4,105,60,7,32,11,2,28~29,267,268
4-28,4구역,4,105,60,8,32,11,2,28~29,267,268
4-28,4구역,4,105,60,9,32,11,2,28~29,267,268
4-28,4구역,4,105,60,10,32,11,2,28~29,267,268
4-28,4구역,4,105,60,11,32,11,2,28~29,267,268
4-28,4구역,4,105,60,12,32,11,2,28~29,267,268
4-28,4구역,4,105,60,13,32,11,2,28~29,267,268
4-28,4구역,4,105,60,14,32,11,2,28~29,267,268
4-28,4구역,4,105,60,15,32,11,2,28~29,267,268
4-28,4구역,4,105,60,16,32,11,2,28~29,267,268
4-28,4구역,4,105,60,17,32,11,2,28~29,267,268
4-28,4구역,4,105,60,18,32,11,2,28~29,267,268
4-28,4구역,4,105,60,19,32,11,2,28~29,267,268
4-28,4구역,4,105,60,20,32,11,2,28~29,267,268
4-28,4구역,4,105,60,21,32,16,2,28~29,267,268
4-28,4구역,4,105,60,22,32,16,2,28~29,267,268
4-28,4구역,4,105,60,23,32,16,2,28~29,267,268
4-28,4구역,4,105,60,24,32,16,2,28~29,267,268
4-28,4구역,4,105,60,25,32,16,2,28~29,267,268
4-28,4구역,4,105,60,26,32,16,2,28~29,267,268
4-28,4구역,4,105,60,27,32,16,2,28~29,267,268
4-28,4구역,4,105,60,28,32,16,2,28~29,267,268
4-28,4구역,4,105,60,29,32,16,2,28~29,267,268
4-28,4구역,4,105,60,30,32,16,2,28~29,267,268
4-28,4구역,4,105,60,31,32,16,2,28~29,267,268
4-28,4구역,4,105,60,32,32,18,2,28~29,267,268
4-25,4구역,4,105,72,1,32,7,2,7~8,328,329
4-25,4구역,4,105,72,2,32,7,2,7~8,328,329
4-25,4구역,4,105,72,3,32,7,2,7~8,328,329
4-25,4구역,4,105,72,4,32,7,2,7~8,328,329
4-25,4구역,4,105,72,5,32,7,2,7~8,328,329
4-25,4구역,4,105,72,6,32,7,2,7~8,328,329
4-25,4구역,4,105,72,7,32,7,2,7~8,328,329
4-25,4구역,4,105,72,8,32,7,2,7~8,328,329
4-25,4구역,4,105,72,9,32,7,2,7~8,328,329
4-25,4구역,4,105,72,10,32,7,2,7~8,328,329
4-25,4구역,4,105,72,11,32,7,2,7~8,328,329
4-25,4구역,4,105,72,12,32,7,2,7~8,328,329
4-25,4구역,4,105,72,13,32,7,2,7~8,328,329
4-25,4구역,4,105,72,14,32,7,2,7~8,328,329
4-25,4구역,4,105,72,15,32,7,2,7~8,328,329
4-25,4구역,4,105,72,16,32,7,2,7~8,328,329
4-25,4구역,4,105,72,17,32,7,2,7~8,328,329
4-25,4구역,4,105,72,18,32,7,2,7~8,328,329
4-25,4구역,4,105,72,19,32,7,2,7~8,328,329
4-25,4구역,4,105,72,20,32,7,2,7~8,328,329
4-25,4구역,4,105,72,21,32,7,2,7~8,328,329
4-25,4구역,4,105,72,22,32,7,2,7~8,328,329
4-25,4구역,4,105,72,23,32,7,2,7~8,328,329
4-25,4구역,4,105,72,24,32,7,2,7~8,328,329
4-25,4구역,4,105,72,25,32,7,2,7~8,328,329
4-25,4구역,4,105,72,26,32,7,2,7~8,328,329
4-25,4구역,4,105,72,27,32,7,2,7~8,328,329
4-25,4구역,4,105,72,28,32,7,2,7~8,328,329
4-25,4구역,4,105,72,29,32,7,2,7~8,328,329
4-25,4구역,4,105,72,30,32,7,2,7~8,328,329
4-25,4구역,4,105,72,31,32,7,2,7~8,328,329
4-25,4구역,4,105,72,32,32,7,2,7~8,328,329
4-23,4구역,4,105,77,1,32,26,4,358~1,281,283
4-23,4구역,4,105,77,2,32,26,4,358~1,281,283
4-23,4구역,4,105,77,3,32,26,4,358~1,281,283
4-23,4구역,4,105,77,4,32,26,4,358~1,281,283
4-23,4구역,4,105,77,5,32,26,4,358~1,281,283
4-23,4구역,4,105,77,6,32,26,4,358~1,281,283
4-23,4구역,4,105,77,7,32,26,4,358~1,281,283
4-23,4구역,4,105,77,8,32,26,4,358~1,281,283
4-23,4구역,4,105,77,9,32,26,4,358~1,281,283
4-23,4구역,4,105,77,10,32,26,4,358~1,281,283
4-23,4구역,4,105,77,11,32,26,4,358~1,281,283
4-23,4구역,4,105,77,12,32,26,4,358~1,281,283
4-23,4구역,4,105,77,13,32,26,4,358~1,281,283
4-23,4구역,4,105,77,14,32,26,4,358~1,281,283
4-23,4구역,4,105,77,15,32,26,4,358~1,281,283
4-23,4구역,4,105,77,16,32,26,4,358~1,281,283
4-23,4구역,4,105,77,17,32,26,4,358~1,281,283
4-23,4구역,4,105,77,18,32,26,4,358~1,281,283
4-23,4구역,4,105,77,19,32,26,4,358~1,281,283
4-23,4구역,4,105,77,20,32,26,4,358~1,281,283
4-23,4구역,4,105,77,21,32,27,4,358~1,281,283
4-23,4구역,4,105,77,22,32,27,4,358~1,281,283
4-23,4구역,4,105,77,23,32,27,4,358~1,281,283
4-23,4구역,4,105,77,24,32,27,4,358~1,281,283
4-23,4구역,4,105,77,25,32,27,4,358~1,281,283
4-23,4구역,4,105,77,26,32,27,4,358~1,281,283
4-23,4구역,4,105,77,27,32,27,4,358~1,281,283
4-23,4구역,4,105,77,28,32,27,4,358~1,281,283
4-23,4구역,4,105,77,29,32,27,4,358~1,281,283
4-23,4구역,4,105,77,30,32,27,4,358~1,281,283
4-23,4구역,4,105,77,31,32,27,4,358~1,281,283
4-23,4구역,4,105,77,32,32,27,4,358~1,281,283
4-33,4구역,4,106,25,1,32,0,0,,0,0
4-33,4구역,4,106,25,2,32,0,0,,0,0
4-33,4구역,4,106,25,3,32,0,0,,0,0
4-33,4구역,4,106,25,4,32,0,0,,0,0
4-33,4구역,4,106,25,5,32,0,0,,0,0
4-33,4구역,4,106,25,6,32,0,0,,0,0
4-33,4구역,4,106,25,7,32,0,0,,0,0
4-33,4구역,4,106,25,8,32,0,0,,0,0
4-33,4구역,4,106,25,9,32,0,0,,0,0
4-33,4구역,4,106,25,10,32,0,0,,0,0
4-33,4구역,4,106,25,11,32,0,0,,0,0
4-33,4구역,4,106,25,12,32,0,0,,0,0
4-33,4구역,4,106,25,13,32,0,0,,0,0
4-33,4구역,4,106,25,14,32,0,0,,0,0
4-33,4구역,4,106,25,15,32,0,0,,0,0
4-33,4구역,4,106,25,16,32,0,0,,0,0
4-33,4구역,4,106,25,17,32,0,0,,0,0
4-33,4구역,4,106,25,18,32,0,0,,0,0
4-33,4구역,4,106,25,19,32,0,0,,0,0
4-33,4구역,4,106,25,20,32,0,0,,0,0
4-33,4구역,4,106,25,21,32,0,0,,0,0
4-33,4구역,4,106,25,22,32,0,0,,0,0
4-33,4구역,4,106,25,23,32,0,0,,0,0
4-33,4구역,4,106,25,24,32,0,0,,0,0
4-33,4구역,4,106,25,25,32,0,0,,0,0
4-33,4구역,4,106,25,26,32,0,0,,0,0
4-33,4구역,4,106,25,27,32,0,0,,0,0
4-33,4구역,4,106,25,28,32,0,0,,0,0
4-33,4구역,4,106,25,29,32,0,0,,0,0
4-33,4구역,4,106,25,30,32,0,0,,0,0
4-33,4구역,4,106,25,31,32,11,1,26~26,317,317
4-33,4구역,4,106,25,32,32,13,1,3~3,326,326
4-34,4구역,4,106,34,1,32,3,1,24~24,301,301
4-34,4구역,4,106,34,2,32,3,1,24~24,301,301
4-34,4구역,4,106,34,3,32,3,1,24~24,301,301
4-34,4구역,4,106,34,4,32,3,1,24~24,301,301
4-34,4구역,4,106,34,5,32,3,1,24~24,301,301
4-34,4구역,4,106,34,6,32,3,1,24~24,301,301
4-34,4구역,4,106,34,7,32,3,1,24~24,301,301
4-34,4구역,4,106,34,8,32,3,1,24~24,301,301
4-34,4구역,4,106,34,9,32,3,1,24~24,301,301
4-34,4구역,4,106,34,10,32,3,1,24~24,301,301
4-34,4구역,4,106,34,11,32,3,1,24~24,301,301
4-34,4구역,4,106,34,12,32,3,1,24~24,301,301
4-34,4구역,4,106,34,13,32,3,1,24~24,301,301
4-34,4구역,4,106,34,14,32,3,1,24~24,301,301
4-34,4구역,4,106,34,15,32,3,1,24~24,301,301
4-34,4구역,4,106,34,16,32,3,1,24~24,301,301
4-34,4구역,4,106,34,17,32,3,1,24~24,301,301
4-34,4구역,4,106,34,18,32,3,1,24~24,301,301
4-34,4구역,4,106,34,19,32,3,1,24~24,301,301
4-34,4구역,4,106,34,20,32,3,1,24~24,301,301
4-34,4구역,4,106,34,21,32,3,1,24~24,301,301
4-34,4구역,4,106,34,22,32,3,1,24~24,301,301
4-34,4구역,4,106,34,23,32,3,1,24~24,301,301
4-34,4구역,4,106,34,24,32,3,1,24~24,301,301
4-34,4구역,4,106,34,25,32,3,1,24~24,301,301
4-34,4구역,4,106,34,26,32,3,1,24~24,301,301
4-34,4구역,4,106,34,27,32,3,1,24~24,301,301
4-34,4구역,4,106,34,28,32,3,1,24~24,301,301
4-34,4구역,4,106,34,29,32,3,1,24~24,301,301
4-34,4구역,4,106,34,30,32,3,1,24~24,301,301
4-34,4구역,4,106,34,31,32,11,1,24~24,301,301
4-34,4구역,4,106,34,32,32,14,1,0~0,315,315
