fid,zone,zoneId,dong,unitType,floor,floors,viewAngle,maxGap,angleRange,distanceMin,distanceMax
4-6,4구역,4,102,43,11,68,12,2,57~58,170,171
4-6,4구역,4,102,43,12,68,12,2,57~58,170,171
4-6,4구역,4,102,43,13,68,12,2,57~58,170,171
4-6,4구역,4,102,43,14,68,12,2,57~58,170,171
4-6,4구역,4,102,43,15,68,12,2,57~58,170,171
4-6,4구역,4,102,43,16,68,12,2,57~58,170,171
4-6,4구역,4,102,43,17,68,12,2,57~58,170,171
4-6,4구역,4,102,43,18,68,12,2,57~58,170,171
4-6,4구역,4,102,43,19,68,40,3,359~1,141,142
4-6,4구역,4,102,43,20,68,40,3,359~1,141,142
4-6,4구역,4,102,43,21,68,40,3,359~1,141,142
4-6,4구역,4,102,43,22,68,43,4,89~92,386,459
4-6,4구역,4,102,43,23,68,43,4,89~92,386,459
4-6,4구역,4,102,43,24,68,43,4,89~92,386,459
4-6,4구역,4,102,43,25,68,43,4,89~92,386,459
4-6,4구역,4,102,43,26,68,43,4,89~92,386,459
4-6,4구역,4,102,43,27,68,43,4,89~92,386,459
4-6,4구역,4,102,43,28,68,43,4,89~92,386,459
4-6,4구역,4,102,43,29,68,43,4,89~92,386,459
4-6,4구역,4,102,43,30,68,43,4,89~92,386,459
4-6,4구역,4,102,43,31,68,43,4,89~92,386,459
4-6,4구역,4,102,43,32,68,43,4,89~92,386,459
4-6,4구역,4,102,43,33,68,43,4,89~92,386,459
4-6,4구역,4,102,43,34,68,43,4,89~92,386,459
4-6,4구역,4,102,43,35,68,43,4,89~92,386,459
4-6,4구역,4,102,43,36,68,43,4,89~92,386,459
4-6,4구역,4,102,43,37,68,43,4,89~92,386,459
4-6,4구역,4,102,43,38,68,43,4,89~92,386,459
4-6,4구역,4,102,43,39,68,43,4,89~92,386,459
4-6,4구역,4,102,43,40,68,43,4,89~92,386,459
4-6,4구역,4,102,43,41,68,43,4,89~92,386,459
4-6,4구역,4,102,43,42,68,43,4,89~92,386,459
4-6,4구역,4,102,43,43,68,43,4,89~92,386,459
4-6,4구역,4,102,43,44,68,43,4,89~92,386,459
4-6,4구역,4,102,43,45,68,43,4,89~92,386,459
4-6,4구역,4,102,43,46,68,43,4,89~92,386,459
4-6,4구역,4,102,43,47,68,43,4,89~92,386,459
4-6,4구역,4,102,43,48,68,43,4,89~92,386,459
4-6,4구역,4,102,43,49,68,43,4,89~92,386,459
4-6,4구역,4,102,43,50,68,43,4,89~92,386,459
4-6,4구역,4,102,43,51,68,43,4,89~92,386,459
4-6,4구역,4,102,43,52,68,43,4,89~92,386,459
4-6,4구역,4,102,43,53,68,43,4,89~92,386,459
4-6,4구역,4,102,43,54,68,43,4,89~92,386,459
4-6,4구역,4,102,43,55,68,43,4,89~92,386,459
4-6,4구역,4,102,43,56,68,43,4,89~92,386,459
4-6,4구역,4,102,43,57,68,43,4,89~92,386,459
4-6,4구역,4,102,43,58,68,43,4,89~92,386,459
4-6,4구역,4,102,43,59,68,43,4,89~92,386,459
4-6,4구역,4,102,43,60,68,43,4,89~92,386,459
4-6,4구역,4,102,43,61,68,43,4,89~92,386,459
4-6,4구역,4,102,43,62,68,43,4,89~92,386,459
4-6,4구역,4,102,43,63,68,43,4,89~92,386,459
4-6,4구역,4,102,43,64,68,43,4,89~92,386,459
4-6,4구역,4,102,43,65,68,43,4,89~92,386,459
4-6,4구역,4,102,43,66,68,43,4,89~92,386,459
4-6,4구역,4,102,43,67,68,43,4,89~92,386,459
4-6,4구역,4,102,43,68,68,43,4,89~92,386,459
4-8,4구역,4,102,47B,1,68,1,1,339~339,231,231
4-8,4구역,4,102,47B,2,68,1,1,339~339,231,231
4-8,4구역,4,102,47B,3,68,1,1,339~339,231,231
4-8,4구역,4,102,47B,4,68,1,1,339~339,231,231
4-8,4구역,4,102,47B,5,68,1,1,339~339,231,231
4-8,4구역,4,102,47B,6,68,1,1,339~339,231,231
4-8,4구역,4,102,47B,7,68,1,1,339~339,231,231
4-8,4구역,4,102,47B,8,68,1,1,339~339,231,231
4-8,4구역,4,102,47B,9,68,1,1,339~339,231,231
4-8,4구역,4,102,47B,10,68,1,1,339~339,231,231
4-8,4구역,4,102,47B,11,68,1,1,339~339,231,231
4-8,4구역,4,102,47B,12,68,1,1,339~339,231,231
4-8,4구역,4,102,47B,13,68,1,1,339~339,231,231
4-8,4구역,4,102,47B,14,68,1,1,339~339,231,231
4-8,4구역,4,102,47B,15,68,1,1,339~339,231,231
4-8,4구역,4,102,47B,16,68,1,1,339~339,231,231
4-8,4구역,4,102,47B,17,68,1,1,339~339,231,231
4-8,4구역,4,102,47B,18,68,7,2,344~345,216,216
4-8,4구역,4,102,47B,19,68,7,2,344~345,216,216
4-8,4구역,4,102,47B,20,68,7,2,344~345,216,216
4-8,4구역,4,102,47B,21,68,7,2,344~345,216,216
4-8,4구역,4,102,47B,22,68,7,2,344~345,216,216
4-8,4구역,4,102,47B,23,68,7,2,344~345,216,216
4-8,4구역,4,102,47B,24,68,7,2,344~345,216,216
4-8,4구역,4,102,47B,25,68,7,2,344~345,216,216
4-8,4구역,4,102,47B,26,68,7,2,344~345,216,216
4-8,4구역,4,102,47B,27,68,7,2,344~345,216,216
4-8,4구역,4,102,47B,28,68,7,2,344~345,216,216
4-8,4구역,4,102,47B,29,68,7,2,344~345,216,216
4-8,4구역,4,102,47B,30,68,7,2,344~345,216,216
4-8,4구역,4,102,47B,31,68,7,2,344~345,216,216
4-8,4구역,4,102,47B,32,68,7,2,344~345,216,216
4-8,4구역,4,102,47B,33,68,7,2,344~345,216,216
4-8,4구역,4,102,47B,34,68,7,2,344~345,216,216
4-8,4구역,4,102,47B,35,68,7,2,344~345,216,216
4-8,4구역,4,102,47B,36,68,7,2,344~345,216,216
4-8,4구역,4,102,47B,37,68,7,2,344~345,216,216
4-8,4구역,4,102,47B,38,68,7,2,344~345,216,216
4-8,4구역,4,102,47B,39,68,7,2,344~345,216,216
4-8,4구역,4,102,47B,40,68,7,2,344~345,216,216
4-8,4구역,4,102,47B,41,68,7,2,344~345,216,216
4-8,4구역,4,102,47B,42,68,7,2,344~345,216,216
4-8,4구역,4,102,47B,43,68,7,2,344~345,216,216
4-8,4구역,4,102,47B,44,68,7,2,344~345,216,216
4-8,4구역,4,102,47B,45,68,7,2,344~345,216,216
4-8,4구역,4,102,47B,46,68,7,2,344~345,216,216
4-8,4구역,4,102,47B,47,68,7,2,344~345,216,216
4-8,4구역,4,102,47B,48,68,7,2,344~345,216,216
4-8,4구역,4,102,47B,49,68,7,2,344~345,216,216
4-8,4구역,4,102,47B,50,68,7,2,344~345,216,216
4-8,4구역,4,102,47B,51,68,7,2,344~345,216,216
4-8,4구역,4,102,47B,52,68,7,2,344~345,216,216
4-8,4구역,4,102,47B,53,68,7,2,344~345,216,216
4-8,4구역,4,102,47B,54,68,7,2,344~345,216,216
4-8,4구역,4,102,47B,55,68,7,2,344~345,216,216
4-8,4구역,4,102,47B,56,68,7,2,344~345,216,216
4-8,4구역,4,102,47B,57,68,7,2,344~345,216,216
4-8,4구역,4,102,47B,58,68,7,2,344~345,216,216
4-8,4구역,4,102,47B,59,68,7,2,344~345,216,216
4-8,4구역,4,102,47B,60,68,7,2,344~345,216,216
4-8,4구역,4,102,47B,61,68,7,2,344~345,216,216
4-8,4구역,4,102,47B,62,68,7,2,344~345,216,216
4-8,4구역,4,102,47B,63,68,7,2,344~345,216,216
4-8,4구역,4,102,47B,64,68,7,2,344~345,216,216
4-8,4구역,4,102,47B,65,68,7,2,344~345,216,216
4-8,4구역,4,102,47B,66,68,7,2,344~345,216,216
4-8,4구역,4,102,47B,67,68,26,8,85~92,444,612
4-8,4구역,4,102,47B,68,68,26,8,85~92,444,612
4-5,4구역,4,102,60,1,68,58,22,65~86,189,321
4-5,4구역,4,102,60,2,68,58,22,65~86,189,321
4-5,4구역,4,102,60,3,68,58,22,65~86,189,321
4-5,4구역,4,102,60,4,68,58,22,65~86,189,321
4-5,4구역,4,102,60,5,68,58,22,65~86,189,321
4-5,4구역,4,102,60,6,68,58,22,65~86,189,321
4-5,4구역,4,102,60,7,68,58,22,65~86,189,321
4-5,4구역,4,102,60,8,68,58,22,65~86,189,321
4-5,4구역,4,102,60,9,68,58,22,65~86,189,321
4-5,4구역,4,102,60,10,68,58,22,65~86,189,321
4-5,4구역,4,102,60,11,68,58,22,65~86,189,321
4-5,4구역,4,102,60,12,68,58,22,65~86,189,321
4-5,4구역,4,102,60,13,68,58,22,65~86,189,321
4-5,4구역,4,102,60,14,68,58,22,65~86,189,321
4-5,4구역,4,102,60,15,68,58,22,65~86,189,321
4-5,4구역,4,102,60,16,68,58,22,65~86,189,321
4-5,4구역,4,102,60,17,68,58,22,65~86,189,321
4-5,4구역,4,102,60,18,68,58,22,65~86,189,321
4-5,4구역,4,102,60,19,68,68,22,65~86,189,321
4-5,4구역,4,102,60,20,68,68,22,65~86,189,321
4-5,4구역,4,102,60,21,68,68,22,65~86,189,321
4-5,4구역,4,102,60,22,68,79,33,65~97,189,591
4-5,4구역,4,102,60,23,68,79,33,65~97,189,591
4-5,4구역,4,102,60,24,68,79,33,65~97,189,591
4-5,4구역,4,102,60,25,68,79,33,65~97,189,591
4-5,4구역,4,102,60,26,68,79,33,65~97,189,591
4-5,4구역,4,102,60,27,68,79,33,65~97,189,591
4-5,4구역,4,102,60,28,68,79,33,65~97,189,591
4-5,4구역,4,102,60,29,68,79,33,65~97,189,591
4-5,4구역,4,102,60,30,68,79,33,65~97,189,591
4-5,4구역,4,102,60,31,68,79,33,65~97,189,591
4-5,4구역,4,102,60,32,68,79,33,65~97,189,591
4-5,4구역,4,102,60,33,68,79,33,65~97,189,591
4-5,4구역,4,102,60,34,68,79,33,65~97,189,591
4-5,4구역,4,102,60,35,68,79,33,65~97,189,591
4-5,4구역,4,102,60,36,68,79,33,65~97,189,591
4-5,4구역,4,102,60,37,68,79,33,65~97,189,591
4-5,4구역,4,102,60,38,68,79,33,65~97,189,591
4-5,4구역,4,102,60,39,68,79,33,65~97,189,591
4-5,4구역,4,102,60,40,68,79,33,65~97,189,591
4-5,4구역,4,102,60,41,68,79,33,65~97,189,591
4-5,4구역,4,102,60,42,68,79,33,65~97,189,591
4-5,4구역,4,102,60,43,68,79,33,65~97,189,591
4-5,4구역,4,102,60,44,68,79,33,65~97,189,591
4-5,4구역,4,102,60,45,68,79,33,65~97,189,591
4-5,4구역,4,102,60,46,68,79,33,65~97,189,591
4-5,4구역,4,102,60,47,68,79,33,65~97,189,591
4-5,4구역,4,102,60,48,68,79,33,65~97,189,591
4-5,4구역,4,102,60,49,68,79,33,65~97,189,591
4-5,4구역,4,102,60,50,68,79,33,65~97,189,591
4-5,4구역,4,102,60,51,68,79,33,65~97,189,591
4-5,4구역,4,102,60,52,68,79,33,65~97,189,591
4-5,4구역,4,102,60,53,68,79,33,65~97,189,591
4-5,4구역,4,102,60,54,68,79,33,65~97,189,591
4-5,4구역,4,102,60,55,68,79,33,65~97,189,591
4-5,4구역,4,102,60,56,68,79,33,65~97,189,591
4-5,4구역,4,102,60,57,68,79,33,65~97,189,591
4-5,4구역,4,102,60,58,68,79,33,65~97,189,591
4-5,4구역,4,102,60,59,68,79,33,65~97,189,591
4-5,4구역,4,102,60,60,68,79,33,65~97,189,591
4-5,4구역,4,102,60,61,68,79,33,65~97,189,591
4-5,4구역,4,102,60,62,68,79,33,65~97,189,591
4-5,4구역,4,102,60,63,68,79,33,65~97,189,591
4-5,4구역,4,102,60,64,68,79,33,65~97,189,591
4-5,4구역,4,102,60,65,68,79,33,65~97,189,591
4-5,4구역,4,102,60,66,68,79,33,65~97,189,591
4-5,4구역,4,102,60,67,68,79,33,65~97,189,591
4-5,4구역,4,102,60,68,68,79,33,65~97,189,591
4-13,4구역,4,103,25,1,49,2,2,341~342,284,290
4-13,4구역,4,103,25,2,49,2,2,341~342,284,290
4-13,4구역,4,103,25,3,49,2,2,341~342,284,290
4-13,4구역,4,103,25,4,49,2,2,341~342,284,290
4-13,4구역,4,103,25,5,49,2,2,341~342,284,290
4-13,4구역,4,103,25,6,49,2,2,341~342,284,290
4-13,4구역,4,103,25,7,49,2,2,341~342,284,290
4-13,4구역,4,103,25,8,49,2,2,341~342,284,290
4-13,4구역,4,103,25,9,49,2,2,341~342,284,290
4-13,4구역,4,103,25,10,49,2,2,341~342,284,290
4-13,4구역,4,103,25,11,49,2,2,341~342,284,290
4-13,4구역,4,103,25,12,49,2,2,341~342,284,290
4-13,4구역,4,103,25,13,49,2,2,341~342,284,290
4-13,4구역,4,103,25,14,49,2,2,341~342,284,290
4-13,4구역,4,103,25,15,49,2,2,341~342,284,290
4-13,4구역,4,103,25,16,49,2,2,341~342,284,290
4-13,4구역,4,103,25,17,49,2,2,341~342,284,290
4-13,4구역,4,103,25,18,49,4,2,341~342,284,290
4-13,4구역,4,103,25,19,49,4,2,341~342,284,290
4-13,4구역,4,103,25,20,49,4,2,341~342,284,290
4-13,4구역,4,103,25,21,49,4,2,341~342,284,290
4-13,4구역,4,103,25,22,49,4,2,341~342,284,290
4-13,4구역,4,103,25,23,49,4,2,341~342,284,290
4-13,4구역,4,103,25,24,49,4,2,341~342,284,290
4-13,4구역,4,103,25,25,49,4,2,341~342,284,290
4-13,4구역,4,103,25,26,49,4,2,341~342,284,290
4-13,4구역,4,103,25,27,49,4,2,341~342,284,290
4-13,4구역,4,103,25,28,49,4,2,341~342,284,290
4-13,4구역,4,103,25,29,49,4,2,341~342,284,290
4-13,4구역,4,103,25,30,49,4,2,341~342,284,290
4-13,4구역,4,103,25,31,49,4,2,341~342,284,290
4-13,4구역,4,103,25,32,49,4,2,341~342,284,290
4-13,4구역,4,103,25,33,49,4,2,341~342,284,290
4-13,4구역,4,103,25,34,49,4,2,341~342,284,290
4-13,4구역,4,103,25,35,49,4,2,341~342,284,290
4-13,4구역,4,103,25,36,49,4,2,341~342,284,290
4-13,4구역,4,103,25,37,49,4,2,341~342,284,290
4-13,4구역,4,103,25,38,49,4,2,341~342,284,290
4-13,4구역,4,103,25,39,49,4,2,341~342,284,290
4-13,4구역,4,103,25,40,49,4,2,341~342,284,290
4-13,4구역,4,103,25,41,49,4,2,341~342,284,290
4-13,4구역,4,103,25,42,49,4,2,341~342,284,290
4-13,4구역,4,103,25,43,49,4,2,341~342,284,290
4-13,4구역,4,103,25,44,49,4,2,341~342,284,290
4-13,4구역,4,103,25,45,49,4,2,341~342,284,290
4-13,4구역,4,103,25,46,49,4,2,341~342,284,290
4-13,4구역,4,103,25,47,49,4,2,341~342,284,290
4-13,4구역,4,103,25,48,49,4,2,341~342,284,290
4-13,4구역,4,103,25,49,49,4,2,341~342,284,290
4-12,4구역,4,103,40,1,49,7,2,39~40,222,223
4-16,4구역,4,103,40,1,49,18,3,20~22,210,219
4-12,4구역,4,103,40,2,49,7,2,39~40,222,223
4-16,4구역,4,103,40,2,49,18,3,20~22,210,219
4-12,4구역,4,103,40,3,49,7,2,39~40,222,223
4-16,4구역,4,103,40,3,49,18,3,20~22,210,219
4-12,4구역,4,103,40,4,49,7,2,39~40,222,223
4-16,4구역,4,103,40,4,49,18,3,20~22,210,219
4-12,4구역,4,103,40,5,49,7,2,39~40,222,223
4-16,4구역,4,103,40,5,49,18,3,20~22,210,219
4-12,4구역,4,103,40,6,49,7,2,39~40,222,223
4-16,4구역,4,103,40,6,49,18,3,20~22,210,219
4-12,4구역,4,103,40,7,49,7,2,39~40,222,223
4-16,4구역,4,103,40,7,49,18,3,20~22,210,219
4-12,4구역,4,103,40,8,49,7,2,39~40,222,223
4-16,4구역,4,103,40,8,49,18,3,20~22,210,219
4-12,4구역,4,103,40,9,49,7,2,39~40,222,223
4-16,4구역,4,103,40,9,49,18,3,20~22,210,219
4-12,4구역,4,103,40,10,49,7,2,39~40,222,223
4-16,4구역,4,103,40,10,49,18,3,20~22,210,219
4-12,4구역,4,103,40,11,49,7,2,39~40,222,223
4-16,4구역,4,103,40,11,49,18,3,20~22,210,219
4-12,4구역,4,103,40,12,49,7,2,39~40,222,223
4-16,4구역,4,103,40,12,49,18,3,20~22,210,219
4-12,4구역,4,103,40,13,49,7,2,39~40,222,223
4-16,4구역,4,103,40,13,49,18,3,20~22,210,219
4-12,4구역,4,103,40,14,49,7,2,39~40,222,223
4-16,4구역,4,103,40,14,49,18,3,20~22,210,219
4-12,4구역,4,103,40,15,49,7,2,39~40,222,223
4-16,4구역,4,103,40,15,49,18,3,20~22,210,219
4-12,4구역,4,103,40,16,49,7,2,39~40,222,223
4-16,4구역,4,103,40,16,49,18,3,20~22,210,219
4-12,4구역,4,103,40,17,49,7,2,39~40,222,223
4-16,4구역,4,103,40,17,49,18,3,20~22,210,219
4-12,4구역,4,103,40,18,49,7,2,39~40,222,223
4-16,4구역,4,103,40,18,49,18,3,20~22,210,219
4-12,4구역,4,103,40,19,49,7,2,39~40,222,223
4-16,4구역,4,103,40,19,49,18,3,20~22,210,219
4-12,4구역,4,103,40,20,49,7,2,39~40,222,223
4-16,4구역,4,103,40,20,49,18,3,20~22,210,219
4-12,4구역,4,103,40,21,49,24,8,79~86,416,531
4-16,4구역,4,103,40,21,49,41,15,54~68,266,323
4-12,4구역,4,103,40,22,49,24,8,79~86,416,531
4-16,4구역,4,103,40,22,49,41,15,54~68,266,323
4-12,4구역,4,103,40,23,49,24,8,79~86,416,531
4-16,4구역,4,103,40,23,49,41,15,54~68,266,323
4-12,4구역,4,103,40,24,49,24,8,79~86,416,531
4-16,4구역,4,103,40,24,49,41,15,54~68,266,323
4-12,4구역,4,103,40,25,49,24,8,79~86,416,531
4-16,4구역,4,103,40,25,49,41,15,54~68,266,323
4-12,4구역,4,103,40,26,49,24,8,79~86,416,531
4-16,4구역,4,103,40,26,49,41,15,54~68,266,323
4-12,4구역,4,103,40,27,49,24,8,79~86,416,531
4-16,4구역,4,103,40,27,49,41,15,54~68,266,323
4-12,4구역,4,103,40,28,49,24,8,79~86,416,531
4-16,4구역,4,103,40,28,49,41,15,54~68,266,323
4-12,4구역,4,103,40,29,49,24,8,79~86,416,531
4-16,4구역,4,103,40,29,49,41,15,54~68,266,323
4-12,4구역,4,103,40,30,49,24,8,79~86,416,531
4-16,4구역,4,103,40,30,49,41,15,54~68,266,323
4-12,4구역,4,103,40,31,49,24,8,79~86,416,531
4-16,4구역,4,103,40,31,49,41,15,54~68,266,323
4-12,4구역,4,103,40,32,49,24,8,79~86,416,531
4-16,4구역,4,103,40,32,49,41,15,54~68,266,323
4-12,4구역,4,103,40,33,49,24,8,79~86,416,531
4-16,4구역,4,103,40,33,49,41,15,54~68,266,323
4-12,4구역,4,103,40,34,49,24,8,79~86,416,531
4-16,4구역,4,103,40,34,49,41,15,54~68,266,323
4-12,4구역,4,103,40,35,49,24,8,79~86,416,531
4-16,4구역,4,103,40,35,49,41,15,54~68,266,323
4-12,4구역,4,103,40,36,49,24,8,79~86,416,531
4-16,4구역,4,103,40,36,49,41,15,54~68,266,323
4-12,4구역,4,103,40,37,49,24,8,79~86,416,531
4-16,4구역,4,103,40,37,49,41,15,54~68,266,323
4-12,4구역,4,103,40,38,49,24,8,79~86,416,531
4-16,4구역,4,103,40,38,49,41,15,54~68,266,323
4-12,4구역,4,103,40,39,49,24,8,79~86,416,531
4-16,4구역,4,103,40,39,49,41,15,54~68,266,323
4-12,4구역,4,103,40,40,49,24,8,79~86,416,531
4-16,4구역,4,103,40,40,49,41,15,54~68,266,323
4-12,4구역,4,103,40,41,49,24,8,79~86,416,531
4-16,4구역,4,103,40,41,49,41,15,54~68,266,323
4-12,4구역,4,103,40,42,49,24,8,79~86,416,531
4-16,4구역,4,103,40,42,49,41,15,54~68,266,323
4-12,4구역,4,103,40,43,49,24,8,79~86,416,531
4-16,4구역,4,103,40,43,49,41,15,54~68,266,323
4-12,4구역,4,103,40,44,49,24,8,79~86,416,531
4-16,4구역,4,103,40,44,49,41,15,54~68,266,323
4-12,4구역,4,103,40,45,49,24,8,79~86,416,531
4-16,4구역,4,103,40,45,49,41,15,54~68,266,323
4-12,4구역,4,103,40,46,49,26,10,79~88,416,578
4-16,4구역,4,103,40,46,49,54,31,54~84,266,493
4-12,4구역,4,103,40,47,49,26,10,79~88,416,578
4-16,4구역,4,103,40,47,49,54,31,54~84,266,493
4-12,4구역,4,103,40,48,49,26,10,79~88,416,578
4-16,4구역,4,103,40,48,49,54,31,54~84,266,493
4-12,4구역,4,103,40,49,49,27,11,79~89,416,603
4-16,4구역,4,103,40,49,49,58,35,54~88,266,585
4-11,4구역,4,103,43,1,49,29,5,16~20,199,202
4-11,4구역,4,103,43,2,49,29,5,16~20,199,202
4-11,4구역,4,103,43,3,49,29,5,16~20,199,202
4-11,4구역,4,103,43,4,49,29,5,16~20,199,202
4-11,4구역,4,103,43,5,49,29,5,16~20,199,202
4-11,4구역,4,103,43,6,49,29,5,16~20,199,202
4-11,4구역,4,103,43,7,49,29,5,16~20,199,202
4-11,4구역,4,103,43,8,49,29,5,16~20,199,202
4-11,4구역,4,103,43,9,49,29,5,16~20,199,202
4-11,4구역,4,103,43,10,49,29,5,16~20,199,202
4-11,4구역,4,103,43,11,49,29,5,16~20,199,202
4-11,4구역,4,103,43,12,49,29,5,16~20,199,202
4-11,4구역,4,103,43,13,49,29,5,16~20,199,202
4-11,4구역,4,103,43,14,49,29,5,16~20,199,202
4-11,4구역,4,103,43,15,49,29,5,16~20,199,202
4-11,4구역,4,103,43,16,49,29,5,16~20,199,202
4-11,4구역,4,103,43,17,49,29,5,16~20,199,202
4-11,4구역,4,103,43,18,49,29,5,16~20,199,202
4-11,4구역,4,103,43,19,49,29,5,16~20,199,202
4-11,4구역,4,103,43,20,49,29,5,16~20,199,202
4-11,4구역,4,103,43,21,49,52,8,66~73,299,339
4-11,4구역,4,103,43,22,49,52,8,66~73,299,339
4-11,4구역,4,103,43,23,49,52,8,66~73,299,339
4-11,4구역,4,103,43,24,49,52,8,66~73,299,339
4-11,4구역,4,103,43,25,49,52,8,66~73,299,339
4-11,4구역,4,103,43,26,49,52,8,66~73,299,339
4-11,4구역,4,103,43,27,49,52,8,66~73,299,339
4-11,4구역,4,103,43,28,49,52,8,66~73,299,339
4-11,4구역,4,103,43,29,49,52,8,66~73,299,339
4-11,4구역,4,103,43,30,49,52,8,66~73,299,339
4-11,4구역,4,103,43,31,49,52,8,66~73,299,339
4-11,4구역,4,103,43,32,49,52,8,66~73,299,339
4-11,4구역,4,103,43,33,49,52,8,66~73,299,339
4-11,4구역,4,103,43,34,49,52,8,66~73,299,339
4-11,4구역,4,103,43,35,49,52,8,66~73,299,339
4-11,4구역,4,103,43,36,49,52,8,66~73,299,339
4-11,4구역,4,103,43,37,49,52,8,66~73,299,339
4-11,4구역,4,103,43,38,49,52,8,66~73,299,339
4-11,4구역,4,103,43,39,49,52,8,66~73,299,339
4-11,4구역,4,103,43,40,49,52,8,66~73,299,339
4-11,4구역,4,103,43,41,49,52,8,66~73,299,339
4-11,4구역,4,103,43,42,49,52,8,66~73,299,339
4-11,4구역,4,103,43,43,49,52,8,66~73,299,339
4-11,4구역,4,103,43,44,49,52,8,66~73,299,339
4-11,4구역,4,103,43,45,49,52,8,66~73,299,339
4-11,4구역,4,103,43,46,49,57,13,75~87,359,544
4-11,4구역,4,103,43,47,49,57,13,75~87,359,544
4-11,4구역,4,103,43,48,49,57,13,75~87,359,544
4-11,4구역,4,103,43,49,49,59,15,75~89,359,589
4-14,4구역,4,103,67,1,49,3,1,339~339,324,324
4-15,4구역,4,103,67,1,49,4,1,20~20,243,243
4-14,4구역,4,103,67,2,49,3,1,339~339,324,324
4-15,4구역,4,103,67,2,49,4,1,20~20,243,243
4-14,4구역,4,103,67,3,49,3,1,339~339,324,324
4-15,4구역,4,103,67,3,49,4,1,20~20,243,243
4-14,4구역,4,103,67,4,49,3,1,339~339,324,324
4-15,4구역,4,103,67,4,49,4,1,20~20,243,243
4-14,4구역,4,103,67,5,49,3,1,339~339,324,324
4-15,4구역,4,103,67,5,49,4,1,20~20,243,243
4-14,4구역,4,103,67,6,49,3,1,339~339,324,324
4-15,4구역,4,103,67,6,49,4,1,20~20,243,243
4-14,4구역,4,103,67,7,49,3,1,339~339,324,324
4-15,4구역,4,103,67,7,49,4,1,20~20,243,243
4-14,4구역,4,103,67,8,49,3,1,339~339,324,324
4-15,4구역,4,103,67,8,49,4,1,20~20,243,243
4-14,4구역,4,103,67,9,49,3,1,339~339,324,324
4-15,4구역,4,103,67,9,49,4,1,20~20,243,243
4-14,4구역,4,103,67,10,49,3,1,339~339,324,324
4-15,4구역,4,103,67,10,49,4,1,20~20,243,243
4-14,4구역,4,103,67,11,49,3,1,339~339,324,324
4-15,4구역,4,103,67,11,49,4,1,20~20,243,243
4-14,4구역,4,103,67,12,49,3,1,339~339,324,324
4-15,4구역,4,103,67,12,49,4,1,20~20,243,243
4-14,4구역,4,103,67,13,49,3,1,339~339,324,324
4-15,4구역,4,103,67,13,49,4,1,20~20,243,243
4-14,4구역,4,103,67,14,49,3,1,339~339,324,324
4-15,4구역,4,103,67,14,49,4,1,20~20,243,243
4-14,4구역,4,103,67,15,49,3,1,339~339,324,324
4-15,4구역,4,103,67,15,49,4,1,20~20,243,243
4-14,4구역,4,103,67,16,49,3,1,339~339,324,324
4-15,4구역,4,103,67,16,49,4,1,20~20,243,243
4-14,4구역,4,103,67,17,49,3,1,339~339,324,324
4-15,4구역,4,103,67,17,49,4,1,20~20,243,243
4-14,4구역,4,103,67,18,49,5,2,351~352,281,282
4-15,4구역,4,103,67,18,49,4,1,20~20,243,243
4-14,4구역,4,103,67,19,49,5,2,351~352,281,282
4-15,4구역,4,103,67,19,49,4,1,20~20,243,243
4-14,4구역,4,103,67,20,49,5,2,351~352,281,282
4-15,4구역,4,103,67,20,49,4,1,20~20,243,243
4-14,4구역,4,103,67,21,49,5,2,351~352,281,282
4-15,4구역,4,103,67,21,49,8,2,51~52,289,290
4-14,4구역,4,103,67,22,49,5,2,351~352,281,282
4-15,4구역,4,103,67,22,49,8,2,51~52,289,290
4-14,4구역,4,103,67,23,49,5,2,351~352,281,282
4-15,4구역,4,103,67,23,49,8,2,51~52,289,290
4-14,4구역,4,103,67,24,49,5,2,351~352,281,282
4-15,4구역,4,103,67,24,49,8,2,51~52,289,290
4-14,4구역,4,103,67,25,49,5,2,351~352,281,282
4-15,4구역,4,103,67,25,49,8,2,51~52,289,290
4-14,4구역,4,103,67,26,49,5,2,351~352,281,282
4-15,4구역,4,103,67,26,49,8,2,51~52,289,290
4-14,4구역,4,103,67,27,49,5,2,351~352,281,282
4-15,4구역,4,103,67,27,49,8,2,51~52,289,290
4-14,4구역,4,103,67,28,49,5,2,351~352,281,282
4-15,4구역,4,103,67,28,49,8,2,51~52,289,290
4-14,4구역,4,103,67,29,49,5,2,351~352,281,282
4-15,4구역,4,103,67,29,49,8,2,51~52,289,290
4-14,4구역,4,103,67,30,49,5,2,351~352,281,282
4-15,4구역,4,103,67,30,49,8,2,51~52,289,290
4-14,4구역,4,103,67,31,49,5,2,351~352,281,282
4-15,4구역,4,103,67,31,49,8,2,51~52,289,290
4-14,4구역,4,103,67,32,49,5,2,351~352,281,282
4-15,4구역,4,103,67,32,49,8,2,51~52,289,290
4-14,4구역,4,103,67,33,49,5,2,351~352,281,282
4-15,4구역,4,103,67,33,49,8,2,51~52,289,290
4-14,4구역,4,103,67,34,49,5,2,351~352,281,282
4-15,4구역,4,103,67,34,49,8,2,51~52,289,290
4-14,4구역,4,103,67,35,49,5,2,351~352,281,282
4-15,4구역,4,103,67,35,49,8,2,51~52,289,290
4-14,4구역,4,103,67,36,49,5,2,351~352,281,282
4-15,4구역,4,103,67,36,49,8,2,51~52,289,290
